pid,condition,ctrl,profile,profile_label,human,seg_order,segment,pos,first_seg,at1_pass,av1_pass,attention_pass,BEL1,NARS,GAAIS_pos,GAAIS_neg,GAAIS,SCM_comp,SCM_warm,PE,HM,BG_age,BG_gender,BG_freq_ai,BG_freq_robot,BG_freq_disability,mobile,dur_min,gate_open,watch_s,dwell_s,OH1,OH2,OH3,AU1,CR1,CR2,CR3,R1_CTRL,R1_AI,R1_ORG,R1_USER,R2_CTRL,R2_AI,R2_ORG,R2_USER,OH
5d2f55e7-7ce5-4788-a995-5505d9781e55,A,A,,AI (no operator),0,O1,REL,1,REL,1,1,True,2.0,3.7,2.4,3.75,3.0,5.2,6.0,3.25,3.3333333333333335,42.0,1.0,3.0,0.0,0.0,0,10.216666666666667,1,69.343,163.25,4.0,5.0,4.0,3.0,5.0,4.0,,,1.0,2.0,3.0,,1.0,2.0,3.0,4.333333333333333
5d2f55e7-7ce5-4788-a995-5505d9781e55,A,A,,AI (no operator),0,O1,ADV,2,REL,1,1,True,2.0,3.7,2.4,3.75,3.0,5.2,6.0,3.25,3.3333333333333335,42.0,1.0,3.0,0.0,0.0,0,10.216666666666667,1,103.805,148.214,5.0,6.0,4.0,4.0,5.0,6.0,,,1.0,2.0,3.0,,1.0,3.0,2.0,5.0
5d2f55e7-7ce5-4788-a995-5505d9781e55,A,A,,AI (no operator),0,O1,COL,3,REL,1,1,True,2.0,3.7,2.4,3.75,3.0,5.2,6.0,3.25,3.3333333333333335,42.0,1.0,3.0,0.0,0.0,0,10.216666666666667,1,115.323,153.137,5.0,6.0,4.0,3.0,5.0,6.0,,,1.0,2.0,3.0,,1.0,3.0,2.0,5.0
92593480-e39a-40a9-ad45-966ade7e4bd2,H1,H,1.0,no mention,1,O5,ADV,1,ADV,1,1,True,1.0,1.9,7.0,6.5,6.777777777777778,5.0,4.25,7.0,7.0,22.0,0.0,5.0,1.0,1.0,0,13.35,1,142.852,219.505,1.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,,3.0,1.0,1.0,,2.0,3.0,2.3333333333333335
92593480-e39a-40a9-ad45-966ade7e4bd2,H1,H,1.0,no mention,1,O5,REL,2,ADV,1,1,True,1.0,1.9,7.0,6.5,6.777777777777778,5.0,4.25,7.0,7.0,22.0,0.0,5.0,1.0,1.0,0,13.35,1,69.386,133.065,2.0,1.0,6.0,1.0,2.0,2.0,4.0,2.0,,3.0,1.0,1.0,,3.0,2.0,3.0
92593480-e39a-40a9-ad45-966ade7e4bd2,H1,H,1.0,no mention,1,O5,COL,3,ADV,1,1,True,1.0,1.9,7.0,6.5,6.777777777777778,5.0,4.25,7.0,7.0,22.0,0.0,5.0,1.0,1.0,0,13.35,1,115.313,157.874,5.0,6.0,7.0,3.0,4.0,5.0,4.0,1.0,,3.0,2.0,2.0,,3.0,1.0,6.0
e1ad1608-f56d-456a-ab00-2ab257ea89fc,H3,H,3.0,mobility,1,O4,REL,1,REL,0,1,False,6.0,5.0,4.6,4.75,4.666666666666667,6.4,4.5,5.5,6.0,35.0,1.0,4.0,0.0,3.0,1,13.533333333333333,1,76.389,172.785,7.0,7.0,7.0,7.0,7.0,7.0,7.0,2.0,,1.0,3.0,1.0,,2.0,3.0,7.0
e1ad1608-f56d-456a-ab00-2ab257ea89fc,H3,H,3.0,mobility,1,O4,COL,2,REL,0,1,False,6.0,5.0,4.6,4.75,4.666666666666667,6.4,4.5,5.5,6.0,35.0,1.0,4.0,0.0,3.0,1,13.533333333333333,1,162.215,242.948,7.0,7.0,7.0,5.0,6.0,7.0,7.0,1.0,,2.0,3.0,1.0,,2.0,3.0,7.0
e1ad1608-f56d-456a-ab00-2ab257ea89fc,H3,H,3.0,mobility,1,O4,ADV,3,REL,0,1,False,6.0,5.0,4.6,4.75,4.666666666666667,6.4,4.5,5.5,6.0,35.0,1.0,4.0,0.0,3.0,1,13.533333333333333,1,104.009,145.872,7.0,7.0,7.0,6.0,6.0,7.0,7.0,1.0,,2.0,3.0,1.0,,2.0,3.0,7.0
7c7876c1-31ee-41c3-99b5-b696b4ce7c91,HA1,HA,1.0,no mention,1,O2,ADV,1,ADV,1,1,True,6.0,2.6,5.8,6.0,5.888888888888889,5.4,5.5,5.75,5.0,48.0,0.0,4.0,2.0,4.0,0,15.633333333333333,1,103.855,239.09,6.0,6.0,7.0,5.0,5.0,6.0,3.0,2.0,1.0,4.0,3.0,3.0,1.0,4.0,2.0,6.333333333333333
7c7876c1-31ee-41c3-99b5-b696b4ce7c91,HA1,HA,1.0,no mention,1,O2,COL,2,ADV,1,1,True,6.0,2.6,5.8,6.0,5.888888888888889,5.4,5.5,5.75,5.0,48.0,0.0,4.0,2.0,4.0,0,15.633333333333333,1,115.28,212.601,5.0,6.0,7.0,5.0,6.0,6.0,6.0,1.0,3.0,4.0,2.0,1.0,3.0,4.0,2.0,6.0
7c7876c1-31ee-41c3-99b5-b696b4ce7c91,HA1,HA,1.0,no mention,1,O2,REL,3,ADV,1,1,True,6.0,2.6,5.8,6.0,5.888888888888889,5.4,5.5,5.75,5.0,48.0,0.0,4.0,2.0,4.0,0,15.633333333333333,1,69.36,139.719,6.0,5.0,7.0,6.0,5.0,5.0,6.0,1.0,2.0,3.0,4.0,1.0,2.0,3.0,4.0,6.0
54536746-5731-43eb-9410-1b8f7395c126,HA1,HA,1.0,no mention,1,O1,REL,1,REL,1,1,True,6.0,4.0,5.4,4.75,5.111111111111111,4.8,5.5,6.0,6.0,52.0,1.0,4.0,0.0,5.0,0,16.933333333333334,1,69.408,257.488,7.0,7.0,6.0,6.0,6.0,6.0,5.0,3.0,2.0,1.0,4.0,3.0,2.0,1.0,4.0,6.666666666666667
54536746-5731-43eb-9410-1b8f7395c126,HA1,HA,1.0,no mention,1,O1,ADV,2,REL,1,1,True,6.0,4.0,5.4,4.75,5.111111111111111,4.8,5.5,6.0,6.0,52.0,1.0,4.0,0.0,5.0,0,16.933333333333334,1,103.837,203.984,6.0,6.0,5.0,5.0,6.0,6.0,5.0,3.0,2.0,1.0,4.0,3.0,2.0,1.0,4.0,5.666666666666667
54536746-5731-43eb-9410-1b8f7395c126,HA1,HA,1.0,no mention,1,O1,COL,3,REL,1,1,True,6.0,4.0,5.4,4.75,5.111111111111111,4.8,5.5,6.0,6.0,52.0,1.0,4.0,0.0,5.0,0,16.933333333333334,1,115.365,215.776,3.0,5.0,5.0,5.0,6.0,6.0,5.0,3.0,2.0,1.0,4.0,4.0,3.0,2.0,1.0,4.333333333333333
2246a466-6266-4a12-b215-dd1ef271bf91,H2,H,2.0,intellectual,1,O2,ADV,1,ADV,1,1,True,6.0,3.6,6.6,5.25,6.0,4.2,6.0,6.0,6.0,20.0,0.0,4.0,0.0,3.0,0,10.233333333333333,1,103.637,150.321,6.0,6.0,6.0,6.0,6.0,6.0,6.0,2.0,,1.0,3.0,1.0,,2.0,3.0,6.0
2246a466-6266-4a12-b215-dd1ef271bf91,H2,H,2.0,intellectual,1,O2,COL,2,ADV,1,1,True,6.0,3.6,6.6,5.25,6.0,4.2,6.0,6.0,6.0,20.0,0.0,4.0,0.0,3.0,0,10.233333333333333,1,115.477,142.558,6.0,7.0,7.0,7.0,6.0,6.0,6.0,1.0,,2.0,3.0,2.0,,1.0,3.0,6.666666666666667
2246a466-6266-4a12-b215-dd1ef271bf91,H2,H,2.0,intellectual,1,O2,REL,3,ADV,1,1,True,6.0,3.6,6.6,5.25,6.0,4.2,6.0,6.0,6.0,20.0,0.0,4.0,0.0,3.0,0,10.233333333333333,1,69.497,99.417,6.0,7.0,7.0,7.0,6.0,6.0,6.0,3.0,,2.0,1.0,1.0,,3.0,2.0,6.666666666666667
4e9a0626-7d9e-4e0d-bb1e-d9171395596f,A,A,,AI (no operator),0,O2,ADV,1,ADV,0,1,False,4.0,5.5,4.6,5.5,5.0,6.8,6.75,6.0,5.666666666666667,23.0,0.0,4.0,0.0,3.0,0,15.166666666666666,1,103.95,339.691,6.0,6.0,6.0,6.0,5.0,7.0,,,1.0,2.0,3.0,,1.0,3.0,2.0,6.0
4e9a0626-7d9e-4e0d-bb1e-d9171395596f,A,A,,AI (no operator),0,O2,COL,2,ADV,0,1,False,4.0,5.5,4.6,5.5,5.0,6.8,6.75,6.0,5.666666666666667,23.0,0.0,4.0,0.0,3.0,0,15.166666666666666,1,115.294,311.491,6.0,7.0,6.0,6.0,5.0,5.0,,,1.0,2.0,3.0,,1.0,3.0,2.0,6.333333333333333
4e9a0626-7d9e-4e0d-bb1e-d9171395596f,A,A,,AI (no operator),0,O2,REL,3,ADV,0,1,False,4.0,5.5,4.6,5.5,5.0,6.8,6.75,6.0,5.666666666666667,23.0,0.0,4.0,0.0,3.0,0,15.166666666666666,1,69.531,93.722,6.0,7.0,6.0,6.0,6.0,7.0,,,2.0,1.0,3.0,,1.0,3.0,2.0,6.333333333333333
e4a29cd7-1903-4a05-85ff-302ceba9adc1,HA1,HA,1.0,no mention,1,O6,COL,1,COL,1,1,True,2.0,5.1,1.8,3.25,2.4444444444444446,6.2,6.0,2.0,1.0,49.0,0.0,1.0,0.0,3.0,0,13.583333333333334,1,115.344,223.866,3.0,3.0,2.0,3.0,4.0,4.0,7.0,3.0,1.0,2.0,4.0,3.0,1.0,2.0,4.0,2.6666666666666665
e4a29cd7-1903-4a05-85ff-302ceba9adc1,HA1,HA,1.0,no mention,1,O6,ADV,2,COL,1,1,True,2.0,5.1,1.8,3.25,2.4444444444444446,6.2,6.0,2.0,1.0,49.0,0.0,1.0,0.0,3.0,0,13.583333333333334,1,103.854,164.836,3.0,3.0,2.0,4.0,4.0,5.0,6.0,3.0,1.0,2.0,4.0,3.0,1.0,2.0,4.0,2.6666666666666665
e4a29cd7-1903-4a05-85ff-302ceba9adc1,HA1,HA,1.0,no mention,1,O6,REL,3,COL,1,1,True,2.0,5.1,1.8,3.25,2.4444444444444446,6.2,6.0,2.0,1.0,49.0,0.0,1.0,0.0,3.0,0,13.583333333333334,1,69.381,114.626,3.0,3.0,2.0,5.0,5.0,5.0,6.0,3.0,1.0,2.0,4.0,3.0,1.0,2.0,4.0,2.6666666666666665
476e8213-8ad6-4430-9d28-987b97834de7,HA2,HA,2.0,intellectual,1,O2,ADV,1,ADV,1,1,True,7.0,3.6,7.0,6.25,6.666666666666667,5.2,4.0,6.25,4.666666666666667,27.0,0.0,4.0,0.0,0.0,0,11.4,1,103.784,180.493,4.0,6.0,5.0,4.0,6.0,6.0,7.0,1.0,2.0,3.0,4.0,1.0,2.0,3.0,4.0,5.0
476e8213-8ad6-4430-9d28-987b97834de7,HA2,HA,2.0,intellectual,1,O2,COL,2,ADV,1,1,True,7.0,3.6,7.0,6.25,6.666666666666667,5.2,4.0,6.25,4.666666666666667,27.0,0.0,4.0,0.0,0.0,0,11.4,1,115.288,142.613,6.0,7.0,5.0,6.0,6.0,6.0,7.0,1.0,2.0,3.0,4.0,1.0,2.0,3.0,4.0,6.0
476e8213-8ad6-4430-9d28-987b97834de7,HA2,HA,2.0,intellectual,1,O2,REL,3,ADV,1,1,True,7.0,3.6,7.0,6.25,6.666666666666667,5.2,4.0,6.25,4.666666666666667,27.0,0.0,4.0,0.0,0.0,0,11.4,1,69.327,98.149,6.0,6.0,5.0,6.0,7.0,6.0,7.0,1.0,2.0,3.0,4.0,1.0,2.0,3.0,4.0,5.666666666666667
80927043-f1f3-4ea0-9671-113e7d92a505,H3,H,3.0,mobility,1,O3,COL,1,COL,1,1,True,7.0,3.7,5.6,6.25,5.888888888888889,6.0,5.75,5.0,7.0,45.0,0.0,5.0,1.0,2.0,0,13.05,1,115.274,227.711,6.0,6.0,7.0,5.0,6.0,7.0,7.0,1.0,,3.0,2.0,1.0,,3.0,2.0,6.333333333333333
80927043-f1f3-4ea0-9671-113e7d92a505,H3,H,3.0,mobility,1,O3,REL,2,COL,1,1,True,7.0,3.7,5.6,6.25,5.888888888888889,6.0,5.75,5.0,7.0,45.0,0.0,5.0,1.0,2.0,0,13.05,1,69.321,133.189,6.0,6.0,7.0,5.0,6.0,7.0,7.0,1.0,,3.0,2.0,1.0,,3.0,2.0,6.333333333333333
80927043-f1f3-4ea0-9671-113e7d92a505,H3,H,3.0,mobility,1,O3,ADV,3,COL,1,1,True,7.0,3.7,5.6,6.25,5.888888888888889,6.0,5.75,5.0,7.0,45.0,0.0,5.0,1.0,2.0,0,13.05,1,103.781,143.423,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,,3.0,2.0,1.0,,3.0,2.0,7.0
a0a45474-e599-4dd1-8fbd-57e3e812e537,HA1,HA,1.0,no mention,1,O5,ADV,1,ADV,1,1,True,4.0,4.5,6.0,1.25,3.888888888888889,5.4,5.0,5.25,5.333333333333333,23.0,0.0,5.0,4.0,2.0,0,18.75,1,306.478,333.984,6.0,6.0,5.0,6.0,5.0,6.0,7.0,3.0,4.0,1.0,2.0,3.0,1.0,2.0,4.0,5.666666666666667
a0a45474-e599-4dd1-8fbd-57e3e812e537,HA1,HA,1.0,no mention,1,O5,REL,2,ADV,1,1,True,4.0,4.5,6.0,1.25,3.888888888888889,5.4,5.0,5.25,5.333333333333333,23.0,0.0,5.0,4.0,2.0,0,18.75,1,69.341,170.804,6.0,7.0,5.0,6.0,5.0,6.0,7.0,1.0,2.0,3.0,4.0,2.0,1.0,3.0,4.0,6.0
a0a45474-e599-4dd1-8fbd-57e3e812e537,HA1,HA,1.0,no mention,1,O5,COL,3,ADV,1,1,True,4.0,4.5,6.0,1.25,3.888888888888889,5.4,5.0,5.25,5.333333333333333,23.0,0.0,5.0,4.0,2.0,0,18.75,1,115.302,180.556,6.0,3.0,4.0,4.0,5.0,4.0,5.0,3.0,1.0,4.0,2.0,1.0,2.0,3.0,4.0,4.333333333333333
23517066-96fe-4bb0-bbda-1703b9b8d977,H1,H,1.0,no mention,1,O2,ADV,1,ADV,1,1,True,4.0,2.7,6.2,7.0,6.555555555555555,6.6,6.25,6.25,6.333333333333333,42.0,1.0,4.0,2.0,3.0,0,14.4,1,103.878,140.65,7.0,7.0,7.0,6.0,6.0,7.0,7.0,1.0,,3.0,2.0,1.0,,3.0,2.0,7.0
23517066-96fe-4bb0-bbda-1703b9b8d977,H1,H,1.0,no mention,1,O2,COL,2,ADV,1,1,True,4.0,2.7,6.2,7.0,6.555555555555555,6.6,6.25,6.25,6.333333333333333,42.0,1.0,4.0,2.0,3.0,0,14.4,1,214.653,245.318,6.0,6.0,6.0,5.0,6.0,6.0,7.0,1.0,,3.0,2.0,1.0,,3.0,2.0,6.0
23517066-96fe-4bb0-bbda-1703b9b8d977,H1,H,1.0,no mention,1,O2,REL,3,ADV,1,1,True,4.0,2.7,6.2,7.0,6.555555555555555,6.6,6.25,6.25,6.333333333333333,42.0,1.0,4.0,2.0,3.0,0,14.4,1,69.349,91.1,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,,3.0,2.0,1.0,,3.0,2.0,7.0
875975f4-2c1d-4439-b93c-e51c6179a86c,HA3,HA,3.0,mobility,1,O4,REL,1,REL,1,1,True,7.0,4.8,6.0,5.5,5.777777777777778,4.8,5.5,2.75,2.0,25.0,0.0,4.0,1.0,2.0,0,10.183333333333334,1,69.396,137.23,5.0,3.0,2.0,2.0,5.0,5.0,7.0,1.0,2.0,3.0,4.0,1.0,2.0,3.0,4.0,3.3333333333333335
875975f4-2c1d-4439-b93c-e51c6179a86c,HA3,HA,3.0,mobility,1,O4,COL,2,REL,1,1,True,7.0,4.8,6.0,5.5,5.777777777777778,4.8,5.5,2.75,2.0,25.0,0.0,4.0,1.0,2.0,0,10.183333333333334,1,115.315,158.635,5.0,6.0,3.0,2.0,5.0,5.0,7.0,1.0,2.0,3.0,4.0,1.0,2.0,3.0,4.0,4.666666666666667
875975f4-2c1d-4439-b93c-e51c6179a86c,HA3,HA,3.0,mobility,1,O4,ADV,3,REL,1,1,True,7.0,4.8,6.0,5.5,5.777777777777778,4.8,5.5,2.75,2.0,25.0,0.0,4.0,1.0,2.0,0,10.183333333333334,1,103.855,144.36,5.0,3.0,2.0,3.0,6.0,6.0,7.0,1.0,2.0,4.0,3.0,1.0,2.0,4.0,3.0,3.3333333333333335
4557638e-939b-4514-a5a3-59d3bd62e766,H2,H,2.0,intellectual,1,O3,COL,1,COL,1,1,True,5.0,3.5,5.6,3.5,4.666666666666667,5.2,5.0,5.75,7.0,49.0,0.0,4.0,5.0,3.0,0,15.45,1,115.34,251.99,6.0,7.0,7.0,7.0,6.0,6.0,6.0,2.0,,1.0,3.0,2.0,,1.0,3.0,6.666666666666667
4557638e-939b-4514-a5a3-59d3bd62e766,H2,H,2.0,intellectual,1,O3,REL,2,COL,1,1,True,5.0,3.5,5.6,3.5,4.666666666666667,5.2,5.0,5.75,7.0,49.0,0.0,4.0,5.0,3.0,0,15.45,1,69.399,157.549,7.0,6.0,7.0,7.0,6.0,6.0,5.0,1.0,,2.0,3.0,1.0,,2.0,3.0,6.666666666666667
4557638e-939b-4514-a5a3-59d3bd62e766,H2,H,2.0,intellectual,1,O3,ADV,3,COL,1,1,True,5.0,3.5,5.6,3.5,4.666666666666667,5.2,5.0,5.75,7.0,49.0,0.0,4.0,5.0,3.0,0,15.45,1,103.855,162.151,7.0,7.0,7.0,7.0,7.0,7.0,6.0,2.0,,3.0,1.0,2.0,,3.0,1.0,7.0
8828a339-a1e2-450c-b6a7-3fd16948715d,A,A,,AI (no operator),0,O6,COL,1,COL,1,1,True,2.0,5.5,1.0,1.0,1.0,6.2,6.0,1.0,1.0,46.0,0.0,3.0,1.0,1.0,0,10.4,1,115.279,177.016,4.0,4.0,1.0,1.0,4.0,5.0,,,3.0,2.0,1.0,,3.0,2.0,1.0,3.0
8828a339-a1e2-450c-b6a7-3fd16948715d,A,A,,AI (no operator),0,O6,ADV,2,COL,1,1,True,2.0,5.5,1.0,1.0,1.0,6.2,6.0,1.0,1.0,46.0,0.0,3.0,1.0,1.0,0,10.4,1,103.799,134.785,4.0,3.0,1.0,1.0,4.0,3.0,,,3.0,2.0,1.0,,3.0,2.0,1.0,2.6666666666666665
8828a339-a1e2-450c-b6a7-3fd16948715d,A,A,,AI (no operator),0,O6,REL,3,COL,1,1,True,2.0,5.5,1.0,1.0,1.0,6.2,6.0,1.0,1.0,46.0,0.0,3.0,1.0,1.0,0,10.4,1,69.361,86.056,4.0,3.0,1.0,1.0,5.0,3.0,,,3.0,2.0,1.0,,3.0,2.0,1.0,2.6666666666666665
c90d8865-98e3-45f7-b910-6342afdf7e7b,A,A,,AI (no operator),0,O4,REL,1,REL,1,1,True,6.0,3.4,7.0,5.5,6.333333333333333,7.0,7.0,7.0,5.333333333333333,39.0,0.0,5.0,0.0,3.0,0,10.033333333333333,1,69.388,126.858,4.0,5.0,5.0,2.0,5.0,5.0,,,1.0,2.0,3.0,,1.0,2.0,3.0,4.666666666666667
c90d8865-98e3-45f7-b910-6342afdf7e7b,A,A,,AI (no operator),0,O4,COL,2,REL,1,1,True,6.0,3.4,7.0,5.5,6.333333333333333,7.0,7.0,7.0,5.333333333333333,39.0,0.0,5.0,0.0,3.0,0,10.033333333333333,1,115.305,153.755,7.0,7.0,7.0,1.0,5.0,7.0,,,1.0,2.0,3.0,,1.0,3.0,2.0,7.0
c90d8865-98e3-45f7-b910-6342afdf7e7b,A,A,,AI (no operator),0,O4,ADV,3,REL,1,1,True,6.0,3.4,7.0,5.5,6.333333333333333,7.0,7.0,7.0,5.333333333333333,39.0,0.0,5.0,0.0,3.0,0,10.033333333333333,1,103.838,138.262,7.0,5.0,7.0,3.0,5.0,6.0,,,1.0,3.0,2.0,,1.0,3.0,2.0,6.333333333333333
622c42e7-9d07-4236-b8bd-c608c1c3357e,HA1,HA,1.0,no mention,1,O4,REL,1,REL,1,1,True,6.0,3.1,6.4,4.25,5.444444444444445,5.8,6.0,6.0,6.0,45.0,0.0,5.0,5.0,5.0,0,13.95,1,114.935,159.154,5.0,6.0,5.0,6.0,5.0,6.0,6.0,4.0,2.0,3.0,1.0,3.0,2.0,4.0,1.0,5.333333333333333
622c42e7-9d07-4236-b8bd-c608c1c3357e,HA1,HA,1.0,no mention,1,O4,COL,2,REL,1,1,True,6.0,3.1,6.4,4.25,5.444444444444445,5.8,6.0,6.0,6.0,45.0,0.0,5.0,5.0,5.0,0,13.95,1,115.375,186.224,6.0,5.0,6.0,5.0,6.0,6.0,5.0,4.0,2.0,3.0,1.0,3.0,2.0,4.0,1.0,5.666666666666667
622c42e7-9d07-4236-b8bd-c608c1c3357e,HA1,HA,1.0,no mention,1,O4,ADV,3,REL,1,1,True,6.0,3.1,6.4,4.25,5.444444444444445,5.8,6.0,6.0,6.0,45.0,0.0,5.0,5.0,5.0,0,13.95,1,103.927,179.926,6.0,5.0,6.0,5.0,6.0,5.0,6.0,4.0,1.0,2.0,3.0,3.0,1.0,2.0,4.0,5.666666666666667
5483faa6-6028-47e9-b5c9-502bc4dab121,H2,H,2.0,intellectual,1,O1,REL,1,REL,1,1,True,2.0,3.7,4.4,4.75,4.555555555555555,5.4,5.5,2.0,2.6666666666666665,60.0,0.0,4.0,0.0,0.0,0,16.583333333333332,1,69.355,245.503,5.0,5.0,3.0,4.0,5.0,5.0,6.0,1.0,,3.0,2.0,1.0,,3.0,2.0,4.333333333333333
5483faa6-6028-47e9-b5c9-502bc4dab121,H2,H,2.0,intellectual,1,O1,ADV,2,REL,1,1,True,2.0,3.7,4.4,4.75,4.555555555555555,5.4,5.5,2.0,2.6666666666666665,60.0,0.0,4.0,0.0,0.0,0,16.583333333333332,1,103.815,204.255,5.0,5.0,3.0,4.0,6.0,5.0,6.0,1.0,,3.0,2.0,1.0,,3.0,2.0,4.333333333333333
5483faa6-6028-47e9-b5c9-502bc4dab121,H2,H,2.0,intellectual,1,O1,COL,3,REL,1,1,True,2.0,3.7,4.4,4.75,4.555555555555555,5.4,5.5,2.0,2.6666666666666665,60.0,0.0,4.0,0.0,0.0,0,16.583333333333332,1,115.311,197.607,5.0,6.0,3.0,4.0,5.0,5.0,6.0,1.0,,3.0,2.0,1.0,,3.0,2.0,4.666666666666667
0e412a4e-a95d-424a-bd46-ba1fa66ba637,HA2,HA,2.0,intellectual,1,O4,REL,1,REL,1,1,True,6.0,3.7,5.4,5.0,5.222222222222222,5.6,5.75,5.5,6.0,29.0,0.0,5.0,3.0,4.0,0,23.633333333333333,1,117.161,491.577,6.0,6.0,6.0,5.0,6.0,6.0,6.0,1.0,2.0,3.0,4.0,1.0,2.0,3.0,4.0,6.0
0e412a4e-a95d-424a-bd46-ba1fa66ba637,HA2,HA,2.0,intellectual,1,O4,COL,2,REL,1,1,True,6.0,3.7,5.4,5.0,5.222222222222222,5.6,5.75,5.5,6.0,29.0,0.0,5.0,3.0,4.0,0,23.633333333333333,1,115.326,248.216,6.0,6.0,6.0,5.0,6.0,6.0,6.0,1.0,2.0,3.0,4.0,1.0,2.0,3.0,4.0,6.0
0e412a4e-a95d-424a-bd46-ba1fa66ba637,HA2,HA,2.0,intellectual,1,O4,ADV,3,REL,1,1,True,6.0,3.7,5.4,5.0,5.222222222222222,5.6,5.75,5.5,6.0,29.0,0.0,5.0,3.0,4.0,0,23.633333333333333,1,103.872,200.929,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,2.0,3.0,4.0,1.0,2.0,3.0,4.0,6.0
68070497-cc3d-43e9-89e0-b3e322a2dbbc,H1,H,1.0,no mention,1,O4,REL,1,REL,1,1,True,6.0,4.9,4.0,3.75,3.888888888888889,4.0,4.0,5.0,5.0,56.0,1.0,3.0,0.0,5.0,0,11.816666666666666,1,84.105,163.47,5.0,5.0,4.0,5.0,5.0,5.0,4.0,2.0,,1.0,3.0,2.0,,1.0,3.0,4.666666666666667
68070497-cc3d-43e9-89e0-b3e322a2dbbc,H1,H,1.0,no mention,1,O4,COL,2,REL,1,1,True,6.0,4.9,4.0,3.75,3.888888888888889,4.0,4.0,5.0,5.0,56.0,1.0,3.0,0.0,5.0,0,11.816666666666666,1,115.334,163.605,5.0,5.0,5.0,5.0,6.0,6.0,4.0,3.0,,2.0,1.0,3.0,,2.0,1.0,5.0
68070497-cc3d-43e9-89e0-b3e322a2dbbc,H1,H,1.0,no mention,1,O4,ADV,3,REL,1,1,True,6.0,4.9,4.0,3.75,3.888888888888889,4.0,4.0,5.0,5.0,56.0,1.0,3.0,0.0,5.0,0,11.816666666666666,1,103.821,137.993,6.0,6.0,6.0,6.0,6.0,6.0,6.0,3.0,,2.0,1.0,3.0,,2.0,1.0,6.0
d8305bc2-c75a-40df-9b02-0f65331d16aa,H3,H,3.0,mobility,1,O6,COL,1,COL,1,1,True,4.0,4.7,4.6,4.0,4.333333333333333,5.2,4.25,4.75,4.0,74.0,1.0,5.0,0.0,4.0,0,12.05,1,115.263,215.376,6.0,6.0,5.0,6.0,6.0,7.0,7.0,3.0,,2.0,1.0,3.0,,2.0,1.0,5.666666666666667
d8305bc2-c75a-40df-9b02-0f65331d16aa,H3,H,3.0,mobility,1,O6,ADV,2,COL,1,1,True,4.0,4.7,4.6,4.0,4.333333333333333,5.2,4.25,4.75,4.0,74.0,1.0,5.0,0.0,4.0,0,12.05,1,104.013,168.543,6.0,6.0,6.0,5.0,5.0,6.0,7.0,3.0,,2.0,1.0,3.0,,2.0,1.0,6.0
d8305bc2-c75a-40df-9b02-0f65331d16aa,H3,H,3.0,mobility,1,O6,REL,3,COL,1,1,True,4.0,4.7,4.6,4.0,4.333333333333333,5.2,4.25,4.75,4.0,74.0,1.0,5.0,0.0,4.0,0,12.05,1,69.528,115.714,6.0,6.0,6.0,5.0,6.0,6.0,6.0,3.0,,2.0,1.0,3.0,,2.0,1.0,6.0
c0c2f445-ea95-4bcb-81e4-100e9fcb66ff,H1,H,1.0,no mention,1,O3,COL,1,COL,1,1,True,7.0,3.4,6.2,5.0,5.666666666666667,6.4,6.0,6.0,5.333333333333333,70.0,0.0,5.0,1.0,2.0,0,16.95,1,115.256,316.348,6.0,6.0,7.0,6.0,5.0,7.0,7.0,1.0,,2.0,3.0,1.0,,3.0,2.0,6.333333333333333
c0c2f445-ea95-4bcb-81e4-100e9fcb66ff,H1,H,1.0,no mention,1,O3,REL,2,COL,1,1,True,7.0,3.4,6.2,5.0,5.666666666666667,6.4,6.0,6.0,5.333333333333333,70.0,0.0,5.0,1.0,2.0,0,16.95,1,69.394,157.906,7.0,7.0,6.0,7.0,6.0,6.0,7.0,1.0,,2.0,3.0,1.0,,2.0,3.0,6.666666666666667
c0c2f445-ea95-4bcb-81e4-100e9fcb66ff,H1,H,1.0,no mention,1,O3,ADV,3,COL,1,1,True,7.0,3.4,6.2,5.0,5.666666666666667,6.4,6.0,6.0,5.333333333333333,70.0,0.0,5.0,1.0,2.0,0,16.95,1,103.778,184.577,6.0,7.0,7.0,7.0,6.0,7.0,7.0,1.0,,2.0,3.0,1.0,,2.0,3.0,6.666666666666667
03269f4a-e97b-4f96-a035-d104750c9f0f,H2,H,2.0,intellectual,1,O6,COL,1,COL,1,1,True,7.0,3.7,4.6,3.75,4.222222222222222,4.0,4.5,5.5,5.666666666666667,28.0,1.0,5.0,3.0,3.0,0,12.05,1,115.297,206.885,5.0,6.0,5.0,6.0,5.0,6.0,5.0,1.0,,3.0,2.0,2.0,,3.0,1.0,5.333333333333333
03269f4a-e97b-4f96-a035-d104750c9f0f,H2,H,2.0,intellectual,1,O6,ADV,2,COL,1,1,True,7.0,3.7,4.6,3.75,4.222222222222222,4.0,4.5,5.5,5.666666666666667,28.0,1.0,5.0,3.0,3.0,0,12.05,1,194.952,228.021,5.0,6.0,5.0,5.0,4.0,5.0,6.0,2.0,,1.0,3.0,2.0,,3.0,1.0,5.333333333333333
