dv,family,A,B,mean_A,mean_B,n_A,n_B,diff,se,ci_lo,ci_hi,z,p_raw,d,d_lo,d_hi,direction,p_holm,p_bh
OH,clip-level,H3,HA1,5.6083333333333325,5.754385964912281,40,38,-0.14605263157894832,0.2158938713696213,-0.5692046194634061,0.2770993563055094,-0.6765019805907263,0.4987219889790795,-0.16498404732167182,-0.6097368329076289,0.27976873826428533,—,1.0,0.9126430260755983
OH,clip-level,H3,HA2,5.6083333333333325,5.7065527065527055,40,39,-0.09821937321937511,0.21446975377301453,-0.5185800906144835,0.3221413441757333,-0.4579637524241587,0.6469784831853786,-0.11068844912722257,-0.5520958082247029,0.33071890997025777,—,1.0,0.9126430260755983
OH,clip-level,H3,HA3,5.6083333333333325,5.555555555555555,40,41,0.052777777777778326,0.21180460204513218,-0.3623592422306808,0.4679147977862374,0.24918144963881486,0.8032204279905029,0.05837909373785247,-0.37730241799885367,0.49406060547455866,—,1.0,0.9126430260755983
OH,clip-level,H3,A,5.6083333333333325,5.237654320987654,40,36,0.37067901234567957,0.21894768458825262,-0.05845844944729556,0.7998164741386546,1.6930026597119263,0.09045496094555618,0.34573067465729485,-0.10789038634792375,0.7993517356625135,—,1.0,0.47488854496416993
OH,clip-level,HA1,HA2,5.754385964912281,5.7065527065527055,38,39,0.047833258359573194,0.21723813589214122,-0.3779534879890236,0.47362000470817,0.22018812748109023,0.825724642639827,0.05638950596496955,-0.3904623955772478,0.5032414075071869,—,1.0,0.9126430260755983
OH,clip-level,HA1,HA3,5.754385964912281,5.555555555555555,38,41,0.19883040935672663,0.2146073667186934,-0.22180002941191246,0.6194608481253657,0.9264845489547097,0.3541942231486397,0.22928182861545493,-0.21351664091749162,0.6720802981484015,—,1.0,0.9126430260755983
OH,clip-level,HA1,A,5.754385964912281,5.237654320987654,38,36,0.5167316439246279,0.22166014749835364,0.08227775482785477,0.951185533021401,2.331188757909068,0.019743408678132426,0.49518297674824724,0.032397275656799784,0.9579686778396947,HA1 > A,0.41461158224078093,0.349420237968785
OH,clip-level,HA2,HA3,5.7065527065527055,5.555555555555555,39,41,0.15099715099715344,0.21317465477496766,-0.26682517236178316,0.56881947435609,0.7083260022470762,0.4787428332785859,0.17365292735934915,-0.2655783952622246,0.6128842499809228,—,1.0,0.9126430260755983
OH,clip-level,HA2,A,5.7065527065527055,5.237654320987654,39,36,0.4688983855650547,0.22027331335748954,0.037162691384375224,0.9006340797457342,2.1287117282521764,0.03327811790178905,0.44939835656787513,-0.009280154857762235,0.9080768679935125,HA2 > A,0.665562358035781,0.349420237968785
OH,clip-level,HA3,A,5.555555555555555,5.237654320987654,41,36,0.31790123456790126,0.21767922900802025,-0.10875005428781842,0.744552523423621,1.46041143207186,0.14417703274684804,0.3014468252936549,-0.14874809942560063,0.7516417500129104,—,1.0,0.5742830285389041
AU1,clip-level,H1,H2,5.547008547008546,5.247863247863248,39,39,0.29914529914544774,0.2960649292698345,-0.2811419622234279,0.8794325605143234,1.0104043727273275,0.3123015937434137,0.23167526912914185,-0.21366378241805015,0.6770143206763338,—,1.0,0.4372222312407792
AU1,clip-level,H1,H3,5.547008547008546,5.7,39,40,-0.15299145299130779,0.2942087045181663,-0.7296405138469136,0.42365760786429807,-0.5200099475026279,0.6030566418514913,-0.1379328319470151,-0.5795267040071362,0.303661040113106,—,1.0,0.7915118424300824
AU1,clip-level,H1,HA1,5.547008547008546,5.684210526315789,39,38,-0.13720197930709493,0.2980063594440983,-0.7212944438175277,0.4468904852033378,-0.46039950141678787,0.6452294924957472,-0.12595966456200974,-0.5731655248353156,0.3212461957112961,—,1.0,0.7970481966123937
AU1,clip-level,H1,HA2,5.547008547008546,5.196581196581197,39,39,0.3504273504274979,0.2960649292698345,-0.22985991094137775,0.9307146117963736,1.1836165509090653,0.2365648856858661,0.27020891484282394,-0.17566451633258573,0.7160823460182336,—,1.0,0.35484732852879913
AU1,clip-level,H1,HA3,5.547008547008546,5.16260162601626,39,41,0.3844069209924334,0.29243209316978297,-0.1887599816203412,0.957573823605208,1.3145168740739097,0.18867232337663198,0.29862705305131465,-0.14221451901611265,0.7394686251187419,—,1.0,0.30477836853148244
AU1,clip-level,H1,A,5.547008547008546,4.611111111111112,39,36,0.9358974358975826,0.30217000310178604,0.34364422981808196,1.5281506419770832,3.0972546126040355,0.0019532203182707868,0.5898567531609693,0.12712095402462592,1.0525925522973127,H1 > A,0.037111186047144945,0.013672542227895507
AU1,clip-level,H2,H3,5.247863247863248,5.7,39,40,-0.4521367521367555,0.2942087045181644,-1.0287858129923577,0.12451230871884666,-1.5367891744645532,0.12434494526919086,-0.3926179851430297,-0.8379162316231494,0.052680261337090084,—,1.0,0.2373858046048189
AU1,clip-level,H2,HA1,5.247863247863248,5.684210526315789,39,38,-0.4363472784525427,0.2980063594440964,-1.0204397429629717,0.14774518605788628,-1.464221365163175,0.14313347442281316,-0.3849389124364555,-0.8358199030180473,0.06594207814513631,—,1.0,0.25048358023992306
AU1,clip-level,H2,HA2,5.247863247863248,5.196581196581197,39,39,0.051282051282050156,0.2960649292698326,-0.5290052100868217,0.6315693126509221,0.17321217818173887,0.8624846515236204,0.038447758628771575,-0.40544584412981427,0.48234136138735745,—,1.0,0.9528716941962084
AU1,clip-level,H2,HA3,5.247863247863248,5.16260162601626,39,41,0.08526162184698566,0.292432093169781,-0.48790528076578515,0.6584285244597565,0.29156041295879326,0.7706227467601169,0.0644208018437709,-0.3740991720817227,0.5029407757692645,—,1.0,0.8990598712201364
AU1,clip-level,H2,A,5.247863247863248,4.611111111111112,39,36,0.6367521367521348,0.3021700031017841,0.04449893067263799,1.2290053428316317,2.107264553780505,0.035094654067904824,0.39349013418697276,-0.06387087160113136,0.8508511399750769,H2 > A,0.6317037732222868,0.18424693385650034
AU1,clip-level,H3,HA1,5.7,5.684210526315789,40,38,0.01578947368421285,0.2961623030364087,-0.5646886402671483,0.5962675876355739,0.05331358353960319,0.9574820574947494,0.017154219254969363,-0.42685251871358887,0.46116095722352757,—,1.0,0.9574820574947494
AU1,clip-level,H3,HA2,5.7,5.196581196581197,40,39,0.5034188034188056,0.2942087045181644,-0.07323025743679656,1.0800678642744077,1.7110941848007921,0.08706372750329647,0.43479025610411404,-0.011459596236646885,0.8810401084448749,—,1.0,0.20314869750769177
AU1,clip-level,H3,HA3,5.7,5.16260162601626,40,41,0.5373983739837411,0.29055266060796114,-0.03208484080786267,1.106881588775345,1.8495730614177568,0.06437510844742667,0.466919146701522,0.02543591785231991,0.9084023755507241,—,1.0,0.19430670708078998
AU1,clip-level,H3,A,5.7,4.611111111111112,40,36,1.0888888888888903,0.3003515111419249,0.5001999270507176,1.6775778507270631,3.6253817560263863,0.00028853489677782795,0.7424346070628045,0.2769432569872987,1.2079259571383103,H3 > A,0.006059232832334387,0.004378389498633322
AU1,clip-level,HA1,HA2,5.684210526315789,5.196581196581197,38,39,0.48762932973459283,0.2980063594440965,-0.09646313477583623,1.071721794245022,1.636305113233894,0.1017757464976804,0.4277204931163548,-0.024121229881959638,0.8795622161146692,—,1.0,0.21372906764512883
AU1,clip-level,HA1,HA3,5.684210526315789,5.16260162601626,38,41,0.5216089002995283,0.2943974813771893,-0.05541016319976266,1.0986279637988194,1.7717845202324616,0.07643033312703809,0.4602383286095212,0.013089073153038588,0.9073875840660037,—,1.0,0.20062962445847501
AU1,clip-level,HA1,A,5.684210526315789,4.611111111111112,38,36,1.0730994152046776,0.3040724563325414,0.47711740079289644,1.6690814296164587,3.5290911519822394,0.0004169894760603164,0.7351012715231197,0.2641106120633221,1.2060919309829172,HA1 > A,0.008339789521206328,0.004378389498633322
AU1,clip-level,HA2,HA3,5.196581196581197,5.16260162601626,39,41,0.0339795705649355,0.292432093169781,-0.5391873320478353,0.6071464731777063,0.11619644819629134,0.9074968516154366,0.02557005603221002,-0.4128541945320388,0.46399430659645885,—,1.0,0.9528716941962084
AU1,clip-level,HA2,A,5.196581196581197,4.611111111111112,39,36,0.5854700854700847,0.30217000310178416,-0.006783120609412219,1.1777232915495817,1.937551972267984,0.05267790680236136,0.36075273855233864,-0.09591641125209066,0.8174218883567679,—,0.8955244156401432,0.19430670708078998
AU1,clip-level,HA3,A,5.16260162601626,4.611111111111112,41,36,0.5514905149051492,0.2986114491218325,-0.0337879253736425,1.1367689551839408,1.846849866363104,0.06476890236026332,0.3431712182259406,-0.1077682572979175,0.7941106937497987,—,1.0,0.19430670708078998
CR1,clip-level,H1,H2,5.846153846153847,5.641025641025641,39,39,0.20512820512847202,0.2199117183322873,-0.22589876280281107,0.6361551730597551,0.9327752367362373,0.35093602944040936,0.2360665420933723,-0.20932929472553585,0.6814623789122805,—,1.0,0.6699687834771451
CR1,clip-level,H1,H3,5.846153846153847,5.6,39,40,0.24615384615411526,0.21853294788569305,-0.18217073170184314,0.6744784240100736,1.1263923748599673,0.2599994729056203,0.23230453195379724,-0.21025018176160865,0.6748592456692031,—,1.0,0.6066654367797808
CR1,clip-level,H1,HA1,5.846153846153847,5.815789473684211,39,38,0.030364372469903318,0.2213537778382796,-0.40348903209312464,0.46421777703293127,0.1371757589431676,0.8908918713203235,0.03826284531138348,-0.40854116342279784,0.48506685404556477,—,1.0,0.8908918713203235
CR1,clip-level,H1,HA2,5.846153846153847,5.538461538461538,39,39,0.3076923076925746,0.2199117183322873,-0.12333466023870848,0.7387192756238576,1.3991628551037494,0.1617641525660516,0.3327325680514873,-0.11418068595767283,0.7796458220606475,—,1.0,0.48529245769815477
CR1,clip-level,H1,HA3,5.846153846153847,5.691056910569105,39,41,0.15509693558500534,0.21721331284686832,-0.2706411575948565,0.5808350287648673,0.7140305239686023,0.4752083049512821,0.1844268060537537,-0.2549099476257334,0.6237635597332408,—,1.0,0.7235381020151982
CR1,clip-level,H1,A,5.846153846153847,5.185185185185185,39,36,0.6609686609689275,0.224446457655317,0.22105360396450613,1.1008837179733488,2.9448834607315506,0.0032307632724519674,0.5393828531856466,0.0782270385379723,1.0005386678333208,H1 > A,0.06784602872149131,0.05499922695836308
CR1,clip-level,H2,H3,5.641025641025641,5.6,39,40,0.04102564102564324,0.21853294788569042,-0.3872989368303099,0.46935021888159645,0.18773206247646837,0.8510866948906811,0.04144126384973052,-0.3996758638038204,0.48255839150328145,—,1.0,0.8908918713203235
CR1,clip-level,H2,HA1,5.641025641025641,5.815789473684211,39,38,-0.1747638326585687,0.22135377783827703,-0.6086172372215917,0.25908957190445425,-0.7895227014659433,0.4298065668278984,-0.2514116834778323,-0.6999359850595078,0.19711261810384317,—,1.0,0.7235381020151982
CR1,clip-level,H2,HA2,5.641025641025641,5.538461538461538,39,39,0.10256410256410259,0.21991171833228468,-0.3284628653671754,0.5335910704953806,0.4663876183675175,0.6409380725165291,0.12167610543625429,-0.3225870065350484,0.565939217407557,—,1.0,0.8314590133584082
CR1,clip-level,H2,HA3,5.641025641025641,5.691056910569105,39,41,-0.05003126954346668,0.21721331284686568,-0.4757693627233234,0.3757068236363901,-0.2303324270862646,0.817833464744548,-0.06648357340032275,-0.5050109395379436,0.3720437927372981,—,1.0,0.8908918713203235
CR1,clip-level,H2,A,5.641025641025641,5.185185185185185,39,36,0.45584045584045546,0.22444645765531446,0.015925398836039106,0.8957555128448718,2.030954110848548,0.0422596498886523,0.39216848093400236,-0.06516345137775897,0.8495004132457638,H2 > A,0.7606736979957414,0.2218631619154246
CR1,clip-level,H3,HA1,5.6,5.815789473684211,40,38,-0.21578947368421195,0.21998404581930267,-0.6469582034900452,0.21537925612162126,-0.9809323802575384,0.32662608833366746,-0.23277989079087746,-0.678278615353427,0.21271883377167206,—,1.0,0.6699687834771451
CR1,clip-level,H3,HA2,5.6,5.538461538461538,40,39,0.06153846153845935,0.21853294788569042,-0.3667861163174938,0.48986303939441256,0.28159809371467737,0.7782517020745665,0.059247450749326906,-0.38191908504846117,0.500413986547115,—,1.0,0.8908918713203235
CR1,clip-level,H3,HA3,5.6,5.691056910569105,40,41,-0.09105691056910992,0.2158173040552173,-0.5140588265173358,0.331945005379116,-0.42191663438540966,0.6730858679568067,-0.09456829081511442,-0.5304004091319374,0.3412638275017085,—,1.0,0.8314590133584082
CR1,clip-level,H3,A,5.6,5.185185185185185,40,36,0.4148148148148122,0.2230957144495847,-0.022452785506373807,0.8520824151359983,1.859358060006806,0.0629764023734569,0.31577429127072454,-0.13729439686694161,0.7688429794083906,—,1.0,0.264500889968519
CR1,clip-level,HA1,HA2,5.815789473684211,5.538461538461538,38,39,0.2773279352226713,0.221353777838277,-0.1565254693403516,0.7111813397856942,1.2528719316698966,0.21025231824514856,0.3627044873970477,-0.08771641450655399,0.8131253893006494,—,1.0,0.551912335393515
CR1,clip-level,HA1,HA3,5.815789473684211,5.691056910569105,38,41,0.12473256311510203,0.21867316795009287,-0.30386684606708003,0.553331972297284,0.5704063479044186,0.5684021251073226,0.1876555621098256,-0.2546661569708712,0.6299772811905224,—,1.0,0.7957629751502516
CR1,clip-level,HA1,A,5.815789473684211,5.185185185185185,38,36,0.6306042884990242,0.22585956578688016,0.18791953955673907,1.0732890374413093,2.792019396221008,0.005238021615082198,0.5688667238025118,0.10388748004952753,1.033845967555496,HA1 > A,0.10476043230164395,0.05499922695836308
CR1,clip-level,HA2,HA3,5.538461538461538,5.691056910569105,39,41,-0.15259537210756927,0.21721331284686568,-0.578333465287426,0.27314272107228743,-0.7025139026130882,0.4823587346767988,-0.18728876022505803,-0.6266545824756403,0.25207706202552427,—,1.0,0.7235381020151982
CR1,clip-level,HA2,A,5.538461538461538,5.185185185185185,39,36,0.3532763532763529,0.22444645765531446,-0.08663870372806348,0.7931914102807692,1.573989435907624,0.11548989173730667,0.29284723624697123,-0.16257568069772893,0.7482701531916713,—,1.0,0.4042146210805734
CR1,clip-level,HA3,A,5.691056910569105,5.185185185185185,41,36,0.5058717253839221,0.22180322759615356,0.07113739929546115,0.9406060514723831,2.2807230123133464,0.022564842545634137,0.4461851969378861,-0.006997816710797911,0.8993682105865701,HA3 > A,0.4287320083670486,0.15795389781943897
CR2,clip-level,H1,H2,5.871794871794871,5.7435897435897445,39,39,0.1282051282054137,0.18940158959535955,-0.243021987401491,0.4994322438123184,0.6768957350321774,0.4984721103186579,0.14400321115615022,-0.3004242725482243,0.5884306948605247,—,1.0,0.7682320197573037
